longitude,latitude,api_timestamp,collection_time,taxi_status_from_api,region,available_for_hire_taxis
103.82,1.42,2026-06-19T07:30:00+08:00,2026-06-19T07:30:00,available_for_hire_region_count_synthetic,North,249
103.88,1.37,2026-06-19T07:30:00+08:00,2026-06-19T07:30:00,available_for_hire_region_count_synthetic,Northeast,203
103.76,1.28,2026-06-19T07:30:00+08:00,2026-06-19T07:30:00,available_for_hire_region_count_synthetic,Other,132
103.7,1.35,2026-06-19T07:30:00+08:00,2026-06-19T07:30:00,available_for_hire_region_count_synthetic,West,214
103.83,1.3,2026-06-19T07:35:00+08:00,2026-06-19T07:35:00,available_for_hire_region_count_synthetic,Central,938
103.95,1.35,2026-06-19T07:35:00+08:00,2026-06-19T07:35:00,available_for_hire_region_count_synthetic,East,601
103.82,1.42,2026-06-19T07:35:00+08:00,2026-06-19T07:35:00,available_for_hire_region_count_synthetic,North,218
103.88,1.37,2026-06-19T07:35:00+08:00,2026-06-19T07:35:00,available_for_hire_region_count_synthetic,Northeast,184
103.76,1.28,2026-06-19T07:35:00+08:00,2026-06-19T07:35:00,available_for_hire_region_count_synthetic,Other,128
103.7,1.35,2026-06-19T07:35:00+08:00,2026-06-19T07:35:00,available_for_hire_region_count_synthetic,West,200
103.83,1.3,2026-06-19T07:40:00+08:00,2026-06-19T07:40:00,available_for_hire_region_count_synthetic,Central,938
103.95,1.35,2026-06-19T07:40:00+08:00,2026-06-19T07:40:00,available_for_hire_region_count_synthetic,East,586
103.82,1.42,2026-06-19T07:40:00+08:00,2026-06-19T07:40:00,available_for_hire_region_count_synthetic,North,200
103.88,1.37,2026-06-19T07:40:00+08:00,2026-06-19T07:40:00,available_for_hire_region_count_synthetic,Northeast,180
103.76,1.28,2026-06-19T07:40:00+08:00,2026-06-19T07:40:00,available_for_hire_region_count_synthetic,Other,124
103.7,1.35,2026-06-19T07:40:00+08:00,2026-06-19T07:40:00,available_for_hire_region_count_synthetic,West,212
103.83,1.3,2026-06-19T07:45:00+08:00,2026-06-19T07:45:00,available_for_hire_region_count_synthetic,Central,942
103.95,1.35,2026-06-19T07:45:00+08:00,2026-06-19T07:45:00,available_for_hire_region_count_synthetic,East,529
103.82,1.42,2026-06-19T07:45:00+08:00,2026-06-19T07:45:00,available_for_hire_region_count_synthetic,North,211
103.88,1.37,2026-06-19T07:45:00+08:00,2026-06-19T07:45:00,available_for_hire_region_count_synthetic,Northeast,173
103.76,1.28,2026-06-19T07:45:00+08:00,2026-06-19T07:45:00,available_for_hire_region_count_synthetic,Other,140
103.7,1.35,2026-06-19T07:45:00+08:00,2026-06-19T07:45:00,available_for_hire_region_count_synthetic,West,201
103.83,1.3,2026-06-19T07:50:00+08:00,2026-06-19T07:50:00,available_for_hire_region_count_synthetic,Central,920
103.95,1.35,2026-06-19T07:50:00+08:00,2026-06-19T07:50:00,available_for_hire_region_count_synthetic,East,532
103.82,1.42,2026-06-19T07:50:00+08:00,2026-06-19T07:50:00,available_for_hire_region_count_synthetic,North,179
103.88,1.37,2026-06-19T07:50:00+08:00,2026-06-19T07:50:00,available_for_hire_region_count_synthetic,Northeast,164
103.76,1.28,2026-06-19T07:50:00+08:00,2026-06-19T07:50:00,available_for_hire_region_count_synthetic,Other,124
103.7,1.35,2026-06-19T07:50:00+08:00,2026-06-19T07:50:00,available_for_hire_region_count_synthetic,West,210
103.83,1.3,2026-06-19T07:55:00+08:00,2026-06-19T07:55:00,available_for_hire_region_count_synthetic,Central,890
103.95,1.35,2026-06-19T07:55:00+08:00,2026-06-19T07:55:00,available_for_hire_region_count_synthetic,East,529
103.82,1.42,2026-06-19T07:55:00+08:00,2026-06-19T07:55:00,available_for_hire_region_count_synthetic,North,195
103.88,1.37,2026-06-19T07:55:00+08:00,2026-06-19T07:55:00,available_for_hire_region_count_synthetic,Northeast,170
103.76,1.28,2026-06-19T07:55:00+08:00,2026-06-19T07:55:00,available_for_hire_region_count_synthetic,Other,126
103.7,1.35,2026-06-19T07:55:00+08:00,2026-06-19T07:55:00,available_for_hire_region_count_synthetic,West,224
103.83,1.3,2026-06-19T08:00:00+08:00,2026-06-19T08:00:00,available_for_hire_region_count_synthetic,Central,888
103.95,1.35,2026-06-19T08:00:00+08:00,2026-06-19T08:00:00,available_for_hire_region_count_synthetic,East,522
103.82,1.42,2026-06-19T08:00:00+08:00,2026-06-19T08:00:00,available_for_hire_region_count_synthetic,North,189
103.88,1.37,2026-06-19T08:00:00+08:00,2026-06-19T08:00:00,available_for_hire_region_count_synthetic,Northeast,153
103.76,1.28,2026-06-19T08:00:00+08:00,2026-06-19T08:00:00,available_for_hire_region_count_synthetic,Other,141
103.7,1.35,2026-06-19T08:00:00+08:00,2026-06-19T08:00:00,available_for_hire_region_count_synthetic,West,201
103.83,1.3,2026-06-19T08:05:00+08:00,2026-06-19T08:05:00,available_for_hire_region_count_synthetic,Central,951
103.95,1.35,2026-06-19T08:05:00+08:00,2026-06-19T08:05:00,available_for_hire_region_count_synthetic,East,527
103.82,1.42,2026-06-19T08:05:00+08:00,2026-06-19T08:05:00,available_for_hire_region_count_synthetic,North,208
103.88,1.37,2026-06-19T08:05:00+08:00,2026-06-19T08:05:00,available_for_hire_region_count_synthetic,Northeast,144
103.76,1.28,2026-06-19T08:05:00+08:00,2026-06-19T08:05:00,available_for_hire_region_count_synthetic,Other,137
103.7,1.35,2026-06-19T08:05:00+08:00,2026-06-19T08:05:00,available_for_hire_region_count_synthetic,West,229
103.83,1.3,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00,available_for_hire_region_count_synthetic,Central,960
103.95,1.35,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00,available_for_hire_region_count_synthetic,East,484
103.82,1.42,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00,available_for_hire_region_count_synthetic,North,177
103.88,1.37,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00,available_for_hire_region_count_synthetic,Northeast,128
103.76,1.28,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00,available_for_hire_region_count_synthetic,Other,140
103.7,1.35,2026-06-19T08:10:00+08:00,2026-06-19T08:10:00,available_for_hire_region_count_synthetic,West,243
103.83,1.3,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00,available_for_hire_region_count_synthetic,Central,924
103.95,1.35,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00,available_for_hire_region_count_synthetic,East,456
103.82,1.42,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00,available_for_hire_region_count_synthetic,North,209
103.88,1.37,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00,available_for_hire_region_count_synthetic,Northeast,170
103.76,1.28,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00,available_for_hire_region_count_synthetic,Other,130
103.7,1.35,2026-06-19T08:15:00+08:00,2026-06-19T08:15:00,available_for_hire_region_count_synthetic,West,246
103.83,1.3,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00,available_for_hire_region_count_synthetic,Central,922
103.95,1.35,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00,available_for_hire_region_count_synthetic,East,455
103.82,1.42,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00,available_for_hire_region_count_synthetic,North,207
103.88,1.37,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00,available_for_hire_region_count_synthetic,Northeast,146
103.76,1.28,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00,available_for_hire_region_count_synthetic,Other,135
103.7,1.35,2026-06-19T08:20:00+08:00,2026-06-19T08:20:00,available_for_hire_region_count_synthetic,West,250
103.83,1.3,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00,available_for_hire_region_count_synthetic,Central,856
103.95,1.35,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00,available_for_hire_region_count_synthetic,East,459
103.82,1.42,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00,available_for_hire_region_count_synthetic,North,210
103.88,1.37,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00,available_for_hire_region_count_synthetic,Northeast,164
103.76,1.28,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00,available_for_hire_region_count_synthetic,Other,117
103.7,1.35,2026-06-19T08:25:00+08:00,2026-06-19T08:25:00,available_for_hire_region_count_synthetic,West,284
103.83,1.3,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00,available_for_hire_region_count_synthetic,Central,755
103.95,1.35,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00,available_for_hire_region_count_synthetic,East,406
103.82,1.42,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00,available_for_hire_region_count_synthetic,North,198
103.88,1.37,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00,available_for_hire_region_count_synthetic,Northeast,158
103.76,1.28,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00,available_for_hire_region_count_synthetic,Other,134
103.7,1.35,2026-06-19T08:30:00+08:00,2026-06-19T08:30:00,available_for_hire_region_count_synthetic,West,281
103.83,1.3,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00,available_for_hire_region_count_synthetic,Central,832
103.95,1.35,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00,available_for_hire_region_count_synthetic,East,436
103.82,1.42,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00,available_for_hire_region_count_synthetic,North,204
103.88,1.37,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00,available_for_hire_region_count_synthetic,Northeast,131
103.76,1.28,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00,available_for_hire_region_count_synthetic,Other,116
103.7,1.35,2026-06-19T08:35:00+08:00,2026-06-19T08:35:00,available_for_hire_region_count_synthetic,West,271
103.83,1.3,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00,available_for_hire_region_count_synthetic,Central,856
103.95,1.35,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00,available_for_hire_region_count_synthetic,East,443
103.82,1.42,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00,available_for_hire_region_count_synthetic,North,206
103.88,1.37,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00,available_for_hire_region_count_synthetic,Northeast,151
103.76,1.28,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00,available_for_hire_region_count_synthetic,Other,133
103.7,1.35,2026-06-19T08:40:00+08:00,2026-06-19T08:40:00,available_for_hire_region_count_synthetic,West,268
103.83,1.3,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00,available_for_hire_region_count_synthetic,Central,908
103.95,1.35,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00,available_for_hire_region_count_synthetic,East,455
103.82,1.42,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00,available_for_hire_region_count_synthetic,North,186
103.88,1.37,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00,available_for_hire_region_count_synthetic,Northeast,140
103.76,1.28,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00,available_for_hire_region_count_synthetic,Other,134
103.7,1.35,2026-06-19T08:45:00+08:00,2026-06-19T08:45:00,available_for_hire_region_count_synthetic,West,306
103.83,1.3,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00,available_for_hire_region_count_synthetic,Central,987
103.95,1.35,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00,available_for_hire_region_count_synthetic,East,464
103.82,1.42,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00,available_for_hire_region_count_synthetic,North,220
103.88,1.37,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00,available_for_hire_region_count_synthetic,Northeast,161
103.76,1.28,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00,available_for_hire_region_count_synthetic,Other,141
103.7,1.35,2026-06-19T08:50:00+08:00,2026-06-19T08:50:00,available_for_hire_region_count_synthetic,West,321
103.83,1.3,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00,available_for_hire_region_count_synthetic,Central,1041
103.95,1.35,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00,available_for_hire_region_count_synthetic,East,480
103.82,1.42,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00,available_for_hire_region_count_synthetic,North,262
103.88,1.37,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00,available_for_hire_region_count_synthetic,Northeast,152
103.76,1.28,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00,available_for_hire_region_count_synthetic,Other,155
103.7,1.35,2026-06-19T08:55:00+08:00,2026-06-19T08:55:00,available_for_hire_region_count_synthetic,West,324
103.83,1.3,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00,available_for_hire_region_count_synthetic,Central,1202
103.95,1.35,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00,available_for_hire_region_count_synthetic,East,458
103.82,1.42,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00,available_for_hire_region_count_synthetic,North,252
103.88,1.37,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00,available_for_hire_region_count_synthetic,Northeast,172
103.76,1.28,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00,available_for_hire_region_count_synthetic,Other,156
103.7,1.35,2026-06-19T09:00:00+08:00,2026-06-19T09:00:00,available_for_hire_region_count_synthetic,West,353
103.83,1.3,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00,available_for_hire_region_count_synthetic,Central,1310
103.95,1.35,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00,available_for_hire_region_count_synthetic,East,444
103.82,1.42,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00,available_for_hire_region_count_synthetic,North,273
103.88,1.37,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00,available_for_hire_region_count_synthetic,Northeast,176
103.76,1.28,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00,available_for_hire_region_count_synthetic,Other,162
103.7,1.35,2026-06-19T09:05:00+08:00,2026-06-19T09:05:00,available_for_hire_region_count_synthetic,West,380
103.83,1.3,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00,available_for_hire_region_count_synthetic,Central,1364
103.95,1.35,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00,available_for_hire_region_count_synthetic,East,463
103.82,1.42,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00,available_for_hire_region_count_synthetic,North,235
103.88,1.37,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00,available_for_hire_region_count_synthetic,Northeast,154
103.76,1.28,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00,available_for_hire_region_count_synthetic,Other,149
103.7,1.35,2026-06-19T09:10:00+08:00,2026-06-19T09:10:00,available_for_hire_region_count_synthetic,West,364
103.83,1.3,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00,available_for_hire_region_count_synthetic,Central,1496
103.95,1.35,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00,available_for_hire_region_count_synthetic,East,435
103.82,1.42,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00,available_for_hire_region_count_synthetic,North,266
103.88,1.37,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00,available_for_hire_region_count_synthetic,Northeast,177
103.76,1.28,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00,available_for_hire_region_count_synthetic,Other,165
103.7,1.35,2026-06-19T09:15:00+08:00,2026-06-19T09:15:00,available_for_hire_region_count_synthetic,West,391
103.83,1.3,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00,available_for_hire_region_count_synthetic,Central,1529
103.95,1.35,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00,available_for_hire_region_count_synthetic,East,424
103.82,1.42,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00,available_for_hire_region_count_synthetic,North,250
103.88,1.37,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00,available_for_hire_region_count_synthetic,Northeast,172
103.76,1.28,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00,available_for_hire_region_count_synthetic,Other,133
103.7,1.35,2026-06-19T09:20:00+08:00,2026-06-19T09:20:00,available_for_hire_region_count_synthetic,West,374
103.83,1.3,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00,available_for_hire_region_count_synthetic,Central,1554
103.95,1.35,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00,available_for_hire_region_count_synthetic,East,429
103.82,1.42,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00,available_for_hire_region_count_synthetic,North,246
103.88,1.37,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00,available_for_hire_region_count_synthetic,Northeast,163
103.76,1.28,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00,available_for_hire_region_count_synthetic,Other,139
103.7,1.35,2026-06-19T09:25:00+08:00,2026-06-19T09:25:00,available_for_hire_region_count_synthetic,West,394
103.83,1.3,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00,available_for_hire_region_count_synthetic,Central,1533
103.95,1.35,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00,available_for_hire_region_count_synthetic,East,410
103.82,1.42,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00,available_for_hire_region_count_synthetic,North,215
103.88,1.37,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00,available_for_hire_region_count_synthetic,Northeast,157
103.76,1.28,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00,available_for_hire_region_count_synthetic,Other,150
103.7,1.35,2026-06-19T09:30:00+08:00,2026-06-19T09:30:00,available_for_hire_region_count_synthetic,West,376
103.83,1.3,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00,available_for_hire_region_count_synthetic,Central,1596
103.95,1.35,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00,available_for_hire_region_count_synthetic,East,403
103.82,1.42,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00,available_for_hire_region_count_synthetic,North,227
103.88,1.37,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00,available_for_hire_region_count_synthetic,Northeast,134
103.76,1.28,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00,available_for_hire_region_count_synthetic,Other,131
103.7,1.35,2026-06-19T09:35:00+08:00,2026-06-19T09:35:00,available_for_hire_region_count_synthetic,West,379
103.83,1.3,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00,available_for_hire_region_count_synthetic,Central,1550
103.95,1.35,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00,available_for_hire_region_count_synthetic,East,419
103.82,1.42,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00,available_for_hire_region_count_synthetic,North,226
103.88,1.37,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00,available_for_hire_region_count_synthetic,Northeast,152
103.76,1.28,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00,available_for_hire_region_count_synthetic,Other,137
103.7,1.35,2026-06-19T09:40:00+08:00,2026-06-19T09:40:00,available_for_hire_region_count_synthetic,West,370
103.83,1.3,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00,available_for_hire_region_count_synthetic,Central,1609
103.95,1.35,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00,available_for_hire_region_count_synthetic,East,411
103.82,1.42,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00,available_for_hire_region_count_synthetic,North,224
103.88,1.37,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00,available_for_hire_region_count_synthetic,Northeast,143
103.76,1.28,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00,available_for_hire_region_count_synthetic,Other,153
103.7,1.35,2026-06-19T09:45:00+08:00,2026-06-19T09:45:00,available_for_hire_region_count_synthetic,West,339
103.83,1.3,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00,available_for_hire_region_count_synthetic,Central,1651
103.95,1.35,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00,available_for_hire_region_count_synthetic,East,422
103.82,1.42,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00,available_for_hire_region_count_synthetic,North,224
103.88,1.37,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00,available_for_hire_region_count_synthetic,Northeast,168
103.76,1.28,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00,available_for_hire_region_count_synthetic,Other,130
103.7,1.35,2026-06-19T09:50:00+08:00,2026-06-19T09:50:00,available_for_hire_region_count_synthetic,West,348
103.83,1.3,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00,available_for_hire_region_count_synthetic,Central,1673
103.95,1.35,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00,available_for_hire_region_count_synthetic,East,428
103.82,1.42,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00,available_for_hire_region_count_synthetic,North,224
103.88,1.37,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00,available_for_hire_region_count_synthetic,Northeast,147
103.76,1.28,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00,available_for_hire_region_count_synthetic,Other,172
103.7,1.35,2026-06-19T09:55:00+08:00,2026-06-19T09:55:00,available_for_hire_region_count_synthetic,West,365
103.83,1.3,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00,available_for_hire_region_count_synthetic,Central,1692
103.95,1.35,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00,available_for_hire_region_count_synthetic,East,467
103.82,1.42,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00,available_for_hire_region_count_synthetic,North,229
103.88,1.37,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00,available_for_hire_region_count_synthetic,Northeast,179
103.76,1.28,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00,available_for_hire_region_count_synthetic,Other,171
103.7,1.35,2026-06-19T10:00:00+08:00,2026-06-19T10:00:00,available_for_hire_region_count_synthetic,West,316
103.83,1.3,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00,available_for_hire_region_count_synthetic,Central,1776
103.95,1.35,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00,available_for_hire_region_count_synthetic,East,492
103.82,1.42,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00,available_for_hire_region_count_synthetic,North,211
103.88,1.37,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00,available_for_hire_region_count_synthetic,Northeast,171
103.76,1.28,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00,available_for_hire_region_count_synthetic,Other,159
103.7,1.35,2026-06-19T10:05:00+08:00,2026-06-19T10:05:00,available_for_hire_region_count_synthetic,West,348
103.83,1.3,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00,available_for_hire_region_count_synthetic,Central,1762
103.95,1.35,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00,available_for_hire_region_count_synthetic,East,482
103.82,1.42,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00,available_for_hire_region_count_synthetic,North,209
103.88,1.37,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00,available_for_hire_region_count_synthetic,Northeast,166
103.76,1.28,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00,available_for_hire_region_count_synthetic,Other,179
103.7,1.35,2026-06-19T10:10:00+08:00,2026-06-19T10:10:00,available_for_hire_region_count_synthetic,West,334
103.83,1.3,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00,available_for_hire_region_count_synthetic,Central,1673
103.95,1.35,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00,available_for_hire_region_count_synthetic,East,510
103.82,1.42,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00,available_for_hire_region_count_synthetic,North,196
103.88,1.37,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00,available_for_hire_region_count_synthetic,Northeast,173
103.76,1.28,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00,available_for_hire_region_count_synthetic,Other,180
103.7,1.35,2026-06-19T10:15:00+08:00,2026-06-19T10:15:00,available_for_hire_region_count_synthetic,West,340
103.83,1.3,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00,available_for_hire_region_count_synthetic,Central,1748
103.95,1.35,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00,available_for_hire_region_count_synthetic,East,494
103.82,1.42,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00,available_for_hire_region_count_synthetic,North,225
103.88,1.37,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00,available_for_hire_region_count_synthetic,Northeast,165
103.76,1.28,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00,available_for_hire_region_count_synthetic,Other,163
103.7,1.35,2026-06-19T10:20:00+08:00,2026-06-19T10:20:00,available_for_hire_region_count_synthetic,West,316
103.83,1.3,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00,available_for_hire_region_count_synthetic,Central,1786
103.95,1.35,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00,available_for_hire_region_count_synthetic,East,522
103.82,1.42,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00,available_for_hire_region_count_synthetic,North,220
103.88,1.37,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00,available_for_hire_region_count_synthetic,Northeast,160
103.76,1.28,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00,available_for_hire_region_count_synthetic,Other,181
103.7,1.35,2026-06-19T10:25:00+08:00,2026-06-19T10:25:00,available_for_hire_region_count_synthetic,West,296
103.83,1.3,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00,available_for_hire_region_count_synthetic,Central,1758
103.95,1.35,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00,available_for_hire_region_count_synthetic,East,547
103.82,1.42,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00,available_for_hire_region_count_synthetic,North,216
103.88,1.37,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00,available_for_hire_region_count_synthetic,Northeast,172
103.76,1.28,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00,available_for_hire_region_count_synthetic,Other,182
103.7,1.35,2026-06-19T10:30:00+08:00,2026-06-19T10:30:00,available_for_hire_region_count_synthetic,West,300
103.83,1.3,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00,available_for_hire_region_count_synthetic,Central,1788
103.95,1.35,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00,available_for_hire_region_count_synthetic,East,533
103.82,1.42,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00,available_for_hire_region_count_synthetic,North,203
103.88,1.37,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00,available_for_hire_region_count_synthetic,Northeast,187
103.76,1.28,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00,available_for_hire_region_count_synthetic,Other,172
103.7,1.35,2026-06-19T10:35:00+08:00,2026-06-19T10:35:00,available_for_hire_region_count_synthetic,West,284
103.83,1.3,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00,available_for_hire_region_count_synthetic,Central,1727
103.95,1.35,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00,available_for_hire_region_count_synthetic,East,522
103.82,1.42,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00,available_for_hire_region_count_synthetic,North,188
103.88,1.37,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00,available_for_hire_region_count_synthetic,Northeast,192
103.76,1.28,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00,available_for_hire_region_count_synthetic,Other,164
103.7,1.35,2026-06-19T10:40:00+08:00,2026-06-19T10:40:00,available_for_hire_region_count_synthetic,West,292
103.83,1.3,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00,available_for_hire_region_count_synthetic,Central,1657
103.95,1.35,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00,available_for_hire_region_count_synthetic,East,526
103.82,1.42,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00,available_for_hire_region_count_synthetic,North,189
103.88,1.37,2026-06-19T10:45:00+08:00,2026-06-19T10:45:00,available_for_hire_region_count_synthetic,Northeast,220
